Term,AddDate,DropStatus,DropDate,Course,Section,Location,Subject,Division,StartTime,Days,SectionNumber,TERM_DATE,TERM_START_DATE,TERM_END_DATE,TERM_EARLY_REG,DaysBeforeStart,DropDateRecode,AddDateRecode,DateFilter,Info
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/7/2019,1/14/2019,5/15/2019,10/29/2018,52,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/8/2019,1/14/2019,5/15/2019,10/29/2018,53,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/9/2019,1/14/2019,5/15/2019,10/29/2018,54,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/10/2019,1/14/2019,5/15/2019,10/29/2018,55,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/11/2019,1/14/2019,5/15/2019,10/29/2018,56,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/12/2019,1/14/2019,5/15/2019,10/29/2018,57,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/13/2019,1/14/2019,5/15/2019,10/29/2018,58,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/14/2019,1/14/2019,5/15/2019,10/29/2018,59,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/15/2019,1/14/2019,5/15/2019,10/29/2018,60,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/16/2019,1/14/2019,5/15/2019,10/29/2018,61,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/17/2019,1/14/2019,5/15/2019,10/29/2018,62,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/18/2019,1/14/2019,5/15/2019,10/29/2018,63,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/19/2019,1/14/2019,5/15/2019,10/29/2018,64,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/20/2019,1/14/2019,5/15/2019,10/29/2018,65,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/21/2019,1/14/2019,5/15/2019,10/29/2018,66,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/22/2019,1/14/2019,5/15/2019,10/29/2018,67,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/23/2019,1/14/2019,5/15/2019,10/29/2018,68,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/24/2019,1/14/2019,5/15/2019,10/29/2018,69,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/25/2019,1/14/2019,5/15/2019,10/29/2018,70,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/26/2019,1/14/2019,5/15/2019,10/29/2018,71,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/27/2019,1/14/2019,5/15/2019,10/29/2018,72,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/28/2019,1/14/2019,5/15/2019,10/29/2018,73,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/29/2019,1/14/2019,5/15/2019,10/29/2018,74,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/30/2019,1/14/2019,5/15/2019,10/29/2018,75,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,3/31/2019,1/14/2019,5/15/2019,10/29/2018,76,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/1/2019,1/14/2019,5/15/2019,10/29/2018,77,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/2/2019,1/14/2019,5/15/2019,10/29/2018,78,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/3/2019,1/14/2019,5/15/2019,10/29/2018,79,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/4/2019,1/14/2019,5/15/2019,10/29/2018,80,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/5/2019,1/14/2019,5/15/2019,10/29/2018,81,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/6/2019,1/14/2019,5/15/2019,10/29/2018,82,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/7/2019,1/14/2019,5/15/2019,10/29/2018,83,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/8/2019,1/14/2019,5/15/2019,10/29/2018,84,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/9/2019,1/14/2019,5/15/2019,10/29/2018,85,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/10/2019,1/14/2019,5/15/2019,10/29/2018,86,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/11/2019,1/14/2019,5/15/2019,10/29/2018,87,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/12/2019,1/14/2019,5/15/2019,10/29/2018,88,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/13/2019,1/14/2019,5/15/2019,10/29/2018,89,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/14/2019,1/14/2019,5/15/2019,10/29/2018,90,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/15/2019,1/14/2019,5/15/2019,10/29/2018,91,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/16/2019,1/14/2019,5/15/2019,10/29/2018,92,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/17/2019,1/14/2019,5/15/2019,10/29/2018,93,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/18/2019,1/14/2019,5/15/2019,10/29/2018,94,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/19/2019,1/14/2019,5/15/2019,10/29/2018,95,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/20/2019,1/14/2019,5/15/2019,10/29/2018,96,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/21/2019,1/14/2019,5/15/2019,10/29/2018,97,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/22/2019,1/14/2019,5/15/2019,10/29/2018,98,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/23/2019,1/14/2019,5/15/2019,10/29/2018,99,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/24/2019,1/14/2019,5/15/2019,10/29/2018,100,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/25/2019,1/14/2019,5/15/2019,10/29/2018,101,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/26/2019,1/14/2019,5/15/2019,10/29/2018,102,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/27/2019,1/14/2019,5/15/2019,10/29/2018,103,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/28/2019,1/14/2019,5/15/2019,10/29/2018,104,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/29/2019,1/14/2019,5/15/2019,10/29/2018,105,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,4/30/2019,1/14/2019,5/15/2019,10/29/2018,106,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/1/2019,1/14/2019,5/15/2019,10/29/2018,107,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/2/2019,1/14/2019,5/15/2019,10/29/2018,108,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/3/2019,1/14/2019,5/15/2019,10/29/2018,109,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/4/2019,1/14/2019,5/15/2019,10/29/2018,110,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/5/2019,1/14/2019,5/15/2019,10/29/2018,111,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/6/2019,1/14/2019,5/15/2019,10/29/2018,112,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/7/2019,1/14/2019,5/15/2019,10/29/2018,113,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/8/2019,1/14/2019,5/15/2019,10/29/2018,114,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/9/2019,1/14/2019,5/15/2019,10/29/2018,115,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/10/2019,1/14/2019,5/15/2019,10/29/2018,116,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/11/2019,1/14/2019,5/15/2019,10/29/2018,117,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/12/2019,1/14/2019,5/15/2019,10/29/2018,118,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/13/2019,1/14/2019,5/15/2019,10/29/2018,119,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/17/2019,NA,NA,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,5/14/2019,1/14/2019,5/15/2019,10/29/2018,120,5/15/2019,1/17/2019,TRUE,200//6:00PM//Tu 
2019SP,1/15/2019,DP,1/16/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,1/15/2019,1/14/2019,5/15/2019,10/29/2018,1,1/16/2019,1/15/2019,TRUE,200//6:00PM//Tu 
2019SP,1/4/2019,DP,1/5/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,1/4/2019,1/14/2019,5/15/2019,10/29/2018,-10,1/5/2019,1/4/2019,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/20/2018,1/14/2019,5/15/2019,10/29/2018,-55,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/21/2018,1/14/2019,5/15/2019,10/29/2018,-54,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/22/2018,1/14/2019,5/15/2019,10/29/2018,-53,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/23/2018,1/14/2019,5/15/2019,10/29/2018,-52,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/24/2018,1/14/2019,5/15/2019,10/29/2018,-51,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/25/2018,1/14/2019,5/15/2019,10/29/2018,-50,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/26/2018,1/14/2019,5/15/2019,10/29/2018,-49,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/27/2018,1/14/2019,5/15/2019,10/29/2018,-48,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/28/2018,1/14/2019,5/15/2019,10/29/2018,-47,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/29/2018,1/14/2019,5/15/2019,10/29/2018,-46,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,11/30/2018,1/14/2019,5/15/2019,10/29/2018,-45,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/1/2018,1/14/2019,5/15/2019,10/29/2018,-44,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/2/2018,1/14/2019,5/15/2019,10/29/2018,-43,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/3/2018,1/14/2019,5/15/2019,10/29/2018,-42,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/4/2018,1/14/2019,5/15/2019,10/29/2018,-41,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/5/2018,1/14/2019,5/15/2019,10/29/2018,-40,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/6/2018,1/14/2019,5/15/2019,10/29/2018,-39,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/7/2018,1/14/2019,5/15/2019,10/29/2018,-38,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/8/2018,1/14/2019,5/15/2019,10/29/2018,-37,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/9/2018,1/14/2019,5/15/2019,10/29/2018,-36,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/10/2018,1/14/2019,5/15/2019,10/29/2018,-35,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/11/2018,1/14/2019,5/15/2019,10/29/2018,-34,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/12/2018,1/14/2019,5/15/2019,10/29/2018,-33,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/13/2018,1/14/2019,5/15/2019,10/29/2018,-32,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/14/2018,1/14/2019,5/15/2019,10/29/2018,-31,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/15/2018,1/14/2019,5/15/2019,10/29/2018,-30,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/16/2018,1/14/2019,5/15/2019,10/29/2018,-29,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/17/2018,1/14/2019,5/15/2019,10/29/2018,-28,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/18/2018,1/14/2019,5/15/2019,10/29/2018,-27,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/19/2018,1/14/2019,5/15/2019,10/29/2018,-26,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/20/2018,1/14/2019,5/15/2019,10/29/2018,-25,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/21/2018,1/14/2019,5/15/2019,10/29/2018,-24,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/22/2018,1/14/2019,5/15/2019,10/29/2018,-23,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/23/2018,1/14/2019,5/15/2019,10/29/2018,-22,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/24/2018,1/14/2019,5/15/2019,10/29/2018,-21,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/25/2018,1/14/2019,5/15/2019,10/29/2018,-20,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/26/2018,1/14/2019,5/15/2019,10/29/2018,-19,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/27/2018,1/14/2019,5/15/2019,10/29/2018,-18,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/28/2018,1/14/2019,5/15/2019,10/29/2018,-17,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/29/2018,1/14/2019,5/15/2019,10/29/2018,-16,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/30/2018,1/14/2019,5/15/2019,10/29/2018,-15,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,12/31/2018,1/14/2019,5/15/2019,10/29/2018,-14,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
2019SP,11/20/2018,DP,1/4/2019,ABC-101,ABC-101-200,MC,ABC,MSTH,6:00PM,Tu ,200,1/1/2019,1/14/2019,5/15/2019,10/29/2018,-13,1/4/2019,11/20/2018,TRUE,200//6:00PM//Tu 
